Failed_Transaction_Rate,Account_Balance,Risk_Score,Transaction_hour,Card_Age
0.02040816326530612,98431.87,0.9845,17.0,2.0
0.01020408163265306,56265.65,0.0098,17.0,239.0
0.0,64387.61,0.6552,15.0,125.0
0.047619047619047616,26531.93,0.1922,11.0,127.0
0.047619047619047616,89897.23,0.7222,1.0,2.0
0.08163265306122448,68171.07,0.4662,14.0,101.0
0.03296703296703297,44986.54,0.3148,13.0,174.0
0.09523809523809523,88077.32,0.5034,2.0,12.0
0.03571428571428571,31076.26,0.9074,23.0,177.0
0.0,70856.66,0.0044,12.0,76.0
0.0,48985.73,0.4401,15.0,138.0
0.061224489795918366,88200.52,0.4427,19.0,171.0
0.0,26945.79,0.4292,3.0,179.0
0.023809523809523808,58679.37,0.3875,11.0,18.0
0.06349206349206349,24862.78,0.6331,8.0,218.0
0.07142857142857142,97901.46,0.9265,15.0,45.0
0.0,81017.23,0.7404,22.0,84.0
0.04395604395604395,5235.82,0.2883,14.0,7.0
0.21428571428571427,2803.72,0.985,17.0,89.0
0.0,81777.4,0.2788,5.0,94.0
0.0,40671.24,0.9625,20.0,117.0
0.047619047619047616,74741.25,0.6866,9.0,228.0
0.19047619047619047,37067.95,0.2225,9.0,76.0
0.02040816326530612,69962.94,0.3675,13.0,78.0
0.023809523809523808,35630.87,0.1602,12.0,19.0
0.047619047619047616,39256.66,0.1953,15.0,195.0
0.011904761904761904,55847.43,0.3251,18.0,234.0
0.42857142857142855,69079.38,0.5948,23.0,136.0
0.0,96750.16,0.4818,8.0,197.0
0.04081632653061224,40149.5,0.4881,5.0,186.0
0.04395604395604395,34643.32,0.3493,8.0,98.0
0.023809523809523808,16328.35,0.7081,11.0,2.0
0.012987012987012986,84790.08,0.5916,5.0,75.0
0.061224489795918366,57572.18,0.6118,0.0,98.0
0.0,4831.07,0.9689,5.0,157.0
0.021978021978021976,11674.06,0.8064,8.0,122.0
0.0,16773.39,0.2556,23.0,195.0
0.02857142857142857,36680.34,0.8521,14.0,65.0
0.02040816326530612,88849.43,0.8624,4.0,219.0
0.051948051948051945,67268.06,0.905,7.0,207.0
0.0,58368.14,0.4218,4.0,163.0
0.02857142857142857,63230.19,0.492,11.0,61.0
0.07142857142857142,64209.49,0.4122,19.0,62.0
0.14285714285714285,59434.95,0.0262,0.0,56.0
0.047619047619047616,29136.72,0.9937,17.0,93.0
0.06349206349206349,872.06,0.0774,5.0,88.0
0.08163265306122448,26649.96,0.0853,21.0,31.0
0.14285714285714285,92112.94,0.1251,14.0,4.0
0.0,3789.79,0.8532,3.0,72.0
0.03571428571428571,87748.54,0.1032,1.0,163.0
0.02040816326530612,18679.6,0.9578,5.0,142.0
0.0,15238.31,0.0478,10.0,236.0
0.09523809523809523,32436.9,0.6059,20.0,32.0
0.0,85703.16,0.5935,22.0,85.0
0.03896103896103896,82850.29,0.2704,0.0,21.0
0.04081632653061224,15127.3,0.8251,13.0,154.0
0.031746031746031744,27200.36,0.374,18.0,89.0
0.10714285714285714,24403.2,0.1676,18.0,88.0
0.04081632653061224,7235.21,0.3095,15.0,117.0
0.07142857142857142,92893.13,0.6729,5.0,37.0
0.02040816326530612,75861.05,0.3369,22.0,97.0
0.09523809523809523,34303.92,0.8112,13.0,112.0
0.21428571428571427,48816.87,0.9935,17.0,51.0
0.02857142857142857,89424.83,0.4423,22.0,205.0
0.0,87767.89,0.0924,7.0,163.0
0.021978021978021976,42813.58,0.0595,12.0,156.0
0.021978021978021976,17609.23,0.2213,8.0,116.0
0.02857142857142857,76032.55,0.7528,11.0,214.0
0.14285714285714285,65556.1,0.806,14.0,201.0
0.0,97578.82,0.2045,3.0,98.0
0.030612244897959183,65532.29,0.8418,16.0,26.0
0.014285714285714285,3542.65,0.41,16.0,98.0
0.0,61080.25,0.1492,3.0,92.0
0.04285714285714286,70591.92,0.0312,4.0,14.0
0.047619047619047616,77201.8,0.7689,15.0,228.0
0.047619047619047616,1784.84,0.0453,15.0,42.0
0.061224489795918366,68489.35,0.6819,5.0,105.0
0.07142857142857142,87892.37,0.2902,7.0,13.0
0.047619047619047616,78000.97,0.659,5.0,148.0
0.0,89515.11,0.8763,0.0,149.0
0.0,9981.06,0.6617,5.0,159.0
0.031746031746031744,52485.15,0.6113,0.0,50.0
0.02040816326530612,34220.52,0.6705,8.0,139.0
0.012987012987012986,99560.09,0.06,2.0,181.0
0.02857142857142857,5112.62,0.7678,21.0,66.0
0.010989010989010988,86287.34,0.368,2.0,196.0
0.04081632653061224,71379.12,0.3747,6.0,119.0
0.07142857142857142,73862.86,0.1676,3.0,6.0
0.0,6265.24,0.9466,12.0,60.0
0.07142857142857142,64304.0,0.345,0.0,76.0
0.0,87980.48,0.8028,0.0,59.0
0.14285714285714285,26937.12,0.665,6.0,145.0
0.09523809523809523,48234.66,0.4139,8.0,73.0
0.015873015873015872,6769.45,0.8921,19.0,36.0
0.09523809523809523,35796.97,0.7266,6.0,123.0
0.0,93543.71,0.9476,17.0,202.0
0.047619047619047616,92230.46,0.952,3.0,212.0
0.07142857142857142,72269.79,0.9585,8.0,183.0
0.014285714285714285,86270.88,0.9008,18.0,112.0
0.0,35132.88,0.5539,11.0,42.0
0.017857142857142856,41631.14,0.3926,20.0,119.0
0.07142857142857142,49746.92,0.1231,8.0,133.0
0.21428571428571427,55513.07,0.7569,23.0,59.0
0.02040816326530612,88656.0,0.2393,12.0,60.0
0.04081632653061224,87556.93,0.8901,9.0,24.0
0.030612244897959183,18824.93,0.7838,18.0,7.0
0.010989010989010988,68579.39,0.2799,12.0,72.0
0.05714285714285714,61900.04,0.7064,10.0,113.0
0.051948051948051945,51400.49,0.1954,12.0,11.0
0.07142857142857142,6563.23,0.19,8.0,46.0
0.047619047619047616,69349.62,0.8091,5.0,12.0
0.14285714285714285,35113.78,0.1214,22.0,41.0
0.012987012987012986,11338.56,0.5482,5.0,194.0
0.0,58573.69,0.169,0.0,69.0
0.04285714285714286,61560.25,0.6549,0.0,178.0
0.04395604395604395,73784.13,0.3261,23.0,55.0
0.061224489795918366,93786.14,0.5748,20.0,88.0
0.0,74204.98,0.3275,11.0,30.0
0.0,75225.17,0.6145,10.0,182.0
0.0,38475.71,0.6325,20.0,6.0
0.14285714285714285,1384.43,0.4046,14.0,156.0
0.06349206349206349,81622.34,0.5515,19.0,194.0
0.07142857142857142,5074.41,0.4249,5.0,64.0
0.10714285714285714,54579.74,0.7523,3.0,181.0
0.14285714285714285,52748.82,0.9663,22.0,136.0
0.023809523809523808,71194.99,0.1925,21.0,230.0
0.0,74396.24,0.4195,22.0,166.0
0.04285714285714286,13470.64,0.1505,6.0,85.0
0.0,83818.8,0.8191,7.0,226.0
0.010989010989010988,79940.52,0.4035,8.0,20.0
0.08571428571428572,64475.43,0.5115,10.0,26.0
0.03296703296703297,85608.2,0.1547,6.0,5.0
0.03571428571428571,97235.31,0.8219,13.0,138.0
0.0,3421.11,0.0461,16.0,5.0
0.031746031746031744,34840.29,0.656,11.0,237.0
0.04081632653061224,16168.95,0.7237,23.0,17.0
0.02857142857142857,14366.51,0.7493,7.0,32.0
0.0,53972.25,0.7731,0.0,145.0
0.03896103896103896,13741.17,0.89,15.0,67.0
0.017857142857142856,54907.43,0.6031,10.0,108.0
0.14285714285714285,64497.63,0.7618,15.0,239.0
0.04285714285714286,66612.73,0.0557,10.0,57.0
0.11428571428571428,61637.24,0.8646,19.0,62.0
0.012987012987012986,58378.75,0.456,0.0,44.0
0.08163265306122448,92861.13,0.8779,2.0,157.0
0.0,92952.91,0.9089,20.0,211.0
0.047619047619047616,95535.53,0.7604,17.0,185.0
0.047619047619047616,5275.08,0.2317,13.0,64.0
0.06349206349206349,18494.5,0.0666,1.0,60.0
0.14285714285714285,5611.93,0.9595,7.0,43.0
0.21428571428571427,98485.15,0.2991,18.0,157.0
0.031746031746031744,3114.11,0.6676,13.0,62.0
0.07142857142857142,53872.41,0.326,23.0,215.0
0.030612244897959183,11248.66,0.8196,6.0,229.0
0.21428571428571427,80787.14,0.6382,4.0,124.0
0.08571428571428572,94135.32,0.0707,14.0,211.0
0.0,97239.51,0.7483,21.0,110.0
0.0,40575.78,0.6462,9.0,115.0
0.03571428571428571,54960.15,0.212,5.0,173.0
0.047619047619047616,17056.98,0.5612,10.0,46.0
0.03296703296703297,40677.7,0.9642,23.0,61.0
0.030612244897959183,73861.76,0.1574,10.0,81.0
0.42857142857142855,42407.26,0.9385,2.0,136.0
0.03571428571428571,73878.56,0.3642,20.0,72.0
0.09523809523809523,1070.05,0.83,15.0,32.0
0.04395604395604395,51485.1,0.7668,13.0,150.0
0.0,87966.39,0.1437,10.0,72.0
0.02857142857142857,45489.38,0.7522,14.0,13.0
0.010989010989010988,21435.59,0.257,2.0,135.0
0.11428571428571428,12576.28,0.7352,3.0,12.0
0.0,33367.51,0.5911,4.0,34.0
0.02040816326530612,55451.71,0.7333,6.0,93.0
0.42857142857142855,16906.42,0.5768,3.0,234.0
0.02857142857142857,85115.94,0.1254,5.0,12.0
0.03896103896103896,87461.24,0.7569,18.0,199.0
0.014285714285714285,7147.46,0.8985,0.0,100.0
0.14285714285714285,55969.89,0.9538,6.0,109.0
0.03571428571428571,73136.55,0.302,17.0,24.0
0.0,45846.96,0.6765,3.0,96.0
0.0,76342.12,0.219,0.0,145.0
0.047619047619047616,98020.62,0.3976,9.0,168.0
0.03296703296703297,92833.34,0.531,15.0,226.0
0.017857142857142856,28446.06,0.1985,0.0,12.0
0.2857142857142857,57582.84,0.9986,4.0,141.0
0.2857142857142857,54839.47,0.8221,6.0,69.0
0.030612244897959183,28511.15,0.2931,11.0,26.0
0.05714285714285714,72644.3,0.3066,1.0,117.0
0.06349206349206349,25474.65,0.8571,11.0,68.0
0.04395604395604395,48170.12,0.5018,8.0,39.0
0.047619047619047616,48256.1,0.2991,16.0,104.0
0.42857142857142855,922.87,0.0357,19.0,4.0
0.07142857142857142,43366.82,0.6262,13.0,2.0
0.047619047619047616,90393.29,0.0108,19.0,114.0
0.11428571428571428,74669.77,0.3804,2.0,205.0
0.021978021978021976,27344.0,0.5359,15.0,231.0
0.06349206349206349,17620.76,0.0778,14.0,65.0
0.07142857142857142,58459.22,0.5087,10.0,9.0
0.012987012987012986,7070.44,0.4886,12.0,5.0
0.0,88117.54,0.9586,18.0,161.0
0.2857142857142857,29165.43,0.9361,4.0,102.0
0.2857142857142857,55033.08,0.9156,11.0,172.0
0.061224489795918366,54851.24,0.9538,7.0,10.0
0.061224489795918366,54415.15,0.7553,8.0,26.0
0.07142857142857142,874.72,0.6511,11.0,216.0
0.0,39023.38,0.2388,23.0,124.0
0.08571428571428572,35828.79,0.9296,2.0,21.0
0.03296703296703297,75217.28,0.4349,20.0,120.0
0.19047619047619047,81097.48,0.5849,14.0,160.0
0.2857142857142857,85211.51,0.0654,23.0,144.0
0.021978021978021976,71455.31,0.1946,18.0,25.0
0.03896103896103896,8103.97,0.6405,22.0,204.0
0.03571428571428571,16873.97,0.0168,16.0,218.0
0.0,5397.09,0.6345,0.0,143.0
0.08163265306122448,1777.95,0.9969,6.0,17.0
0.2857142857142857,11259.15,0.1389,4.0,212.0
0.010989010989010988,39194.47,0.3103,16.0,63.0
0.14285714285714285,81020.39,0.5114,15.0,199.0
0.0,62059.82,0.0845,17.0,163.0
0.047619047619047616,82093.38,0.6025,6.0,102.0
0.025974025974025972,99327.46,0.6779,10.0,59.0
0.09523809523809523,45030.69,0.952,19.0,223.0
0.030612244897959183,73528.55,0.8223,12.0,149.0
0.0,95603.16,0.0188,0.0,169.0
0.0,45890.56,0.6372,16.0,130.0
0.04081632653061224,96083.61,0.6207,0.0,36.0
0.06349206349206349,9606.86,0.9011,12.0,60.0
0.14285714285714285,18603.63,0.2854,0.0,58.0
0.017857142857142856,96902.95,0.7478,19.0,212.0
0.0,2805.03,0.5406,21.0,52.0
0.0,78530.71,0.6385,7.0,195.0
0.017857142857142856,84618.78,0.2476,3.0,228.0
0.025974025974025972,96941.45,0.4979,2.0,219.0
0.0,19049.54,0.0223,16.0,45.0
0.01020408163265306,96222.6,0.6744,18.0,91.0
0.2857142857142857,49583.34,0.2413,14.0,212.0
0.10714285714285714,14065.2,0.881,21.0,98.0
0.0,55824.46,0.4928,15.0,14.0
0.05357142857142857,13149.47,0.6928,6.0,191.0
0.030612244897959183,8689.02,0.3214,22.0,145.0
0.0,43280.61,0.7525,20.0,226.0
0.0,62913.68,0.6344,20.0,118.0
0.14285714285714285,82563.45,0.1435,9.0,6.0
0.06349206349206349,17804.79,0.3393,23.0,123.0
0.07142857142857142,26056.28,0.5653,7.0,91.0
0.0,2099.76,0.2218,0.0,105.0
0.014285714285714285,78738.53,0.9014,12.0,26.0
0.10714285714285714,48113.22,0.3045,10.0,52.0
0.05714285714285714,53302.15,0.8407,11.0,170.0
0.025974025974025972,28795.18,0.7263,4.0,163.0
0.03896103896103896,90772.49,0.0559,20.0,138.0
0.0,13109.8,0.2272,14.0,147.0
0.11428571428571428,86761.62,0.2927,16.0,152.0
0.02857142857142857,64004.65,0.9358,16.0,216.0
0.023809523809523808,74771.83,0.3679,15.0,146.0
0.05714285714285714,31722.91,0.1916,17.0,151.0
0.10714285714285714,93094.76,0.6157,2.0,172.0
0.0,28625.17,0.3724,17.0,188.0
0.0,25073.73,0.2684,2.0,19.0
0.0,72355.59,0.1428,2.0,133.0
0.5714285714285714,32812.15,0.6685,1.0,69.0
0.08163265306122448,33762.35,0.1581,23.0,111.0
0.06349206349206349,93309.38,0.9871,1.0,15.0
0.14285714285714285,61586.75,0.9389,7.0,27.0
0.02040816326530612,80270.99,0.9885,9.0,180.0
0.42857142857142855,38851.7,0.5657,14.0,87.0
0.0,61572.29,0.679,21.0,59.0
0.061224489795918366,90721.7,0.3596,23.0,196.0
0.10714285714285714,9202.07,0.0613,13.0,191.0
0.05714285714285714,41656.52,0.065,7.0,31.0
0.04395604395604395,17730.72,0.6602,19.0,35.0
0.11428571428571428,86257.73,0.8896,2.0,120.0
0.012987012987012986,79973.93,0.2257,20.0,114.0
0.051948051948051945,15439.1,0.891,13.0,189.0
0.03571428571428571,4137.25,0.761,3.0,227.0
0.14285714285714285,63249.0,0.5236,18.0,234.0
0.047619047619047616,73512.81,0.3672,23.0,7.0
0.03571428571428571,34717.05,0.4547,6.0,87.0
0.08163265306122448,63088.44,0.4086,10.0,64.0
0.05714285714285714,74561.54,0.4796,23.0,6.0
0.14285714285714285,90237.92,0.5468,4.0,197.0
0.021978021978021976,90734.39,0.6355,10.0,172.0
0.04395604395604395,52285.77,0.4256,9.0,183.0
0.03571428571428571,74248.38,0.3794,3.0,156.0
0.047619047619047616,71013.14,0.299,4.0,5.0
0.023809523809523808,4867.92,0.593,10.0,100.0
0.14285714285714285,99005.13,0.5454,19.0,211.0
0.047619047619047616,72390.46,0.3915,22.0,66.0
0.07142857142857142,47056.11,0.2574,21.0,8.0
0.0,37140.5,0.5224,18.0,219.0
0.0,10287.66,0.6968,21.0,40.0
0.04285714285714286,64145.4,0.1231,11.0,86.0
0.08571428571428572,80137.18,0.7424,6.0,68.0
0.047619047619047616,13075.16,0.6888,15.0,14.0
0.021978021978021976,65934.15,0.3921,8.0,72.0
0.0,6923.39,0.5004,11.0,206.0
0.03896103896103896,99155.54,0.8382,20.0,215.0
0.08571428571428572,89584.19,0.2168,15.0,18.0
0.0,52658.29,0.555,12.0,208.0
0.011904761904761904,22510.52,0.3636,14.0,201.0
0.06349206349206349,42420.43,0.0348,14.0,21.0
0.42857142857142855,51168.39,0.7602,6.0,26.0
0.0,21316.92,0.9617,0.0,136.0
0.07142857142857142,1766.5,0.8263,11.0,167.0
0.0,79996.51,0.136,1.0,209.0
0.017857142857142856,79236.18,0.1321,15.0,19.0
0.0,68327.1,0.1049,16.0,123.0
0.02040816326530612,81049.61,0.6885,0.0,128.0
0.047619047619047616,53520.65,0.1559,19.0,37.0
0.021978021978021976,1836.01,0.5873,11.0,70.0
0.0,16058.01,0.8941,7.0,42.0
0.047619047619047616,42884.34,0.6175,17.0,174.0
0.011904761904761904,56375.09,0.4802,1.0,145.0
0.03296703296703297,78276.42,0.2834,8.0,183.0
0.047619047619047616,92317.23,0.9163,9.0,83.0
0.02040816326530612,41491.02,0.0168,8.0,145.0
0.0,9055.74,0.8014,6.0,23.0
0.07142857142857142,56326.14,0.6587,22.0,43.0
0.07142857142857142,74070.18,0.7893,11.0,188.0
0.04081632653061224,72541.18,0.8094,9.0,144.0
0.07142857142857142,6266.39,0.769,20.0,75.0
0.015873015873015872,62981.25,0.3815,0.0,182.0
0.04081632653061224,14533.52,0.676,18.0,51.0
0.03571428571428571,46620.51,0.4005,9.0,210.0
0.02857142857142857,4810.14,0.3734,18.0,223.0
0.02857142857142857,18866.25,0.7234,9.0,38.0
0.03896103896103896,49543.86,0.759,16.0,83.0
0.02040816326530612,38255.04,0.9489,10.0,196.0
0.0,78343.16,0.8551,7.0,169.0
0.05714285714285714,45334.61,0.6433,11.0,97.0
0.030612244897959183,83185.66,0.8312,11.0,125.0
0.0,4434.65,0.1689,18.0,117.0
0.02857142857142857,30833.97,0.3147,22.0,15.0
0.047619047619047616,57941.0,0.1988,23.0,180.0
0.010989010989010988,70164.65,0.6958,10.0,179.0
0.11428571428571428,67883.16,0.3891,1.0,215.0
0.0,18884.37,0.4132,23.0,163.0
0.012987012987012986,14487.55,0.7956,19.0,47.0
0.0,74813.96,0.6851,6.0,219.0
0.0,27945.73,0.2125,8.0,156.0
0.023809523809523808,29630.16,0.503,14.0,127.0
